,Unnamed: 0_x,id,firstname,lastname,age,nationality,height,weight,injured,teamID,teamname,appearences,lineups,minutes,position,rating,captain,subIn,subOut,bench,totalShots,shotsOn,totalGoals,goalsConceded,goalAssists,goalSaves,totalPasses,keyPasses,passAccuracy,totalTackles,blocks,interceptions,duelsTotal,duelsWon,dribbleAttempts,dribblesSuccess,dribblesPast,foulsDrawn,foulsCommitted,cardsYel,cardsYelRed,cardsRed,penaltyWon,penaltyCommited,penaltyScored,penaltyMissed,penaltySaved,season,Unnamed: 0_y,name,Unnamed: 0,Standings,Played,Wins,Draw,Lost,GoalsFor,GoalsAgainst,GoalDifference,Points
9206,396,18819,Michail Gregory,Antonio,32.0,Jamaica,180 cm,82 kg,False,48,WestHamUnited,33.0,22.0,2099.0,Attacker,6.803030000000001,False,11.0,7.0,13.0,65.0,25.0,6.0,,4.0,,455.0,24.0,65.0,23.0,3.0,18.0,455.0,204.0,104.0,58.0,,44.0,34.0,3.0,0.0,0.0,2.0,,0.0,0.0,,18/19,45,Virgil van Dijk,169.0,10.0,38.0,15.0,7.0,16.0,52.0,55.0,-3.0,52.0
9207,397,18826,Mark,Noble,35.0,England,180 cm,70 kg,False,48,WestHamUnited,31.0,29.0,2308.0,Midfielder,6.829032000000001,False,2.0,18.0,6.0,17.0,8.0,5.0,,5.0,,1286.0,22.0,83.0,47.0,2.0,21.0,218.0,107.0,26.0,14.0,,38.0,23.0,6.0,0.0,1.0,,,4.0,0.0,,18/19,45,Virgil van Dijk,169.0,10.0,38.0,15.0,7.0,16.0,52.0,55.0,-3.0,52.0
9208,398,18846,Aaron,Wan-Bissaka,25.0,England,183 cm,72 kg,False,52,CrystalPalace,35.0,35.0,3135.0,Defender,7.028571,False,0.0,0.0,0.0,9.0,0.0,0.0,,3.0,,851.0,14.0,71.0,129.0,16.0,84.0,377.0,249.0,90.0,61.0,,16.0,23.0,4.0,0.0,1.0,,1.0,0.0,0.0,,18/19,45,Virgil van Dijk,171.0,12.0,38.0,14.0,7.0,17.0,51.0,53.0,-2.0,49.0
9209,399,18965,Martín,Montoya Torralbo,31.0,Spain,175 cm,73 kg,False,51,BrightonandHoveAlbion,25.0,24.0,2166.0,Defender,6.652,False,1.0,0.0,1.0,8.0,1.0,0.0,,1.0,,686.0,18.0,77.0,58.0,10.0,48.0,206.0,108.0,23.0,12.0,,16.0,29.0,4.0,0.0,0.0,,,0.0,0.0,,18/19,45,Virgil van Dijk,176.0,17.0,38.0,9.0,9.0,20.0,35.0,60.0,-25.0,36.0
9210,400,634,David Josué,Jiménez Silva,36.0,Spain,173 cm,67 kg,False,50,ManchesterCity,33.0,28.0,2411.0,Midfielder,7.318181,False,5.0,15.0,7.0,51.0,20.0,6.0,,8.0,,1770.0,77.0,87.0,30.0,1.0,22.0,218.0,105.0,47.0,31.0,,25.0,26.0,3.0,0.0,0.0,,,0.0,0.0,,18/19,45,Virgil van Dijk,160.0,1.0,38.0,32.0,2.0,4.0,95.0,23.0,72.0,98.0
9211,401,897,Mason,Greenwood,21.0,England,181 cm,70 kg,False,33,ManchesterUnited,3.0,1.0,115.0,Attacker,6.9,False,2.0,0.0,2.0,7.0,4.0,0.0,,,,51.0,3.0,90.0,3.0,0.0,0.0,16.0,7.0,6.0,3.0,,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,18/19,45,Virgil van Dijk,165.0,6.0,38.0,19.0,9.0,10.0,65.0,54.0,11.0,66.0
9212,402,900,Jesse,Lingard,30.0,England,175 cm,62 kg,False,33,ManchesterUnited,27.0,19.0,1668.0,Midfielder,6.857692,False,8.0,13.0,10.0,32.0,14.0,4.0,,2.0,,652.0,18.0,80.0,29.0,2.0,10.0,183.0,72.0,29.0,13.0,,25.0,27.0,3.0,0.0,0.0,2.0,,1.0,0.0,,18/19,45,Virgil van Dijk,165.0,6.0,38.0,19.0,9.0,10.0,65.0,54.0,11.0,66.0
9213,403,902,Nemanja,Matić,34.0,Serbia,194 cm,85 kg,False,33,ManchesterUnited,28.0,28.0,2441.0,Midfielder,6.825,False,0.0,4.0,2.0,12.0,3.0,1.0,,,,1596.0,13.0,85.0,50.0,18.0,31.0,270.0,142.0,19.0,18.0,,20.0,27.0,7.0,1.0,0.0,,,0.0,0.0,,18/19,45,Virgil van Dijk,165.0,6.0,38.0,19.0,9.0,10.0,65.0,54.0,11.0,66.0
9214,404,903,Scott,McTominay,26.0,Scotland,193 cm,88 kg,False,33,ManchesterUnited,16.0,9.0,861.0,Midfielder,6.633333,False,7.0,1.0,14.0,15.0,6.0,2.0,,,,374.0,1.0,73.0,10.0,4.0,15.0,114.0,61.0,4.0,1.0,,16.0,11.0,1.0,0.0,0.0,,,0.0,0.0,,18/19,45,Virgil van Dijk,165.0,6.0,38.0,19.0,9.0,10.0,65.0,54.0,11.0,66.0
9215,405,905,Frederico,Rodrigues de Paula Santos,29.0,Brazil,169 cm,64 kg,False,33,ManchesterUnited,17.0,13.0,1045.0,Midfielder,6.764705,False,4.0,8.0,19.0,17.0,2.0,1.0,,1.0,,664.0,12.0,84.0,29.0,2.0,16.0,138.0,60.0,16.0,10.0,,18.0,25.0,2.0,0.0,0.0,,1.0,0.0,0.0,,18/19,45,Virgil van Dijk,165.0,6.0,38.0,19.0,9.0,10.0,65.0,54.0,11.0,66.0
9216,406,909,Marcus,Rashford,25.0,England,180 cm,70 kg,False,33,ManchesterUnited,33.0,26.0,2343.0,Attacker,6.978787,False,7.0,15.0,9.0,84.0,40.0,10.0,,6.0,,520.0,38.0,78.0,24.0,0.0,3.0,327.0,146.0,87.0,42.0,,52.0,26.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,,18/19,45,Virgil van Dijk,165.0,6.0,38.0,19.0,9.0,10.0,65.0,54.0,11.0,66.0
9217,407,1447,Ignacio,Monreal Eraso,36.0,Spain,179 cm,72 kg,False,42,Arsenal,22.0,21.0,1861.0,Defender,6.981818,False,1.0,1.0,5.0,7.0,4.0,1.0,,3.0,,1023.0,11.0,86.0,35.0,10.0,31.0,170.0,99.0,13.0,7.0,,21.0,17.0,5.0,0.0,0.0,1.0,,0.0,0.0,,18/19,45,Virgil van Dijk,164.0,5.0,38.0,21.0,7.0,10.0,73.0,51.0,22.0,70.0
9218,408,2676,Rúben Diogo,da Silva Neves,25.0,Portugal,180 cm,80 kg,False,39,WolverhamptonWanderers,35.0,34.0,3009.0,Midfielder,6.928571000000001,False,1.0,3.0,3.0,74.0,16.0,4.0,,3.0,,1576.0,25.0,80.0,75.0,18.0,73.0,299.0,132.0,24.0,11.0,,18.0,37.0,8.0,0.0,0.0,,,2.0,0.0,,18/19,45,Virgil van Dijk,166.0,7.0,38.0,16.0,9.0,13.0,47.0,46.0,1.0,57.0
9219,409,2677,João Filipe,Iria Santos Moutinho,36.0,Portugal,170 cm,61 kg,False,39,WolverhamptonWanderers,38.0,35.0,3040.0,Midfielder,7.131578,False,3.0,11.0,3.0,18.0,3.0,1.0,,8.0,,1580.0,84.0,84.0,113.0,11.0,40.0,394.0,182.0,23.0,13.0,,37.0,53.0,4.0,0.0,0.0,,1.0,0.0,0.0,,18/19,45,Virgil van Dijk,166.0,7.0,38.0,16.0,9.0,13.0,47.0,46.0,1.0,57.0
9220,410,2716,Romain,Saïss,32.0,Morocco,190 cm,80 kg,False,39,WolverhamptonWanderers,19.0,12.0,1144.0,Midfielder,7.005263,False,7.0,2.0,22.0,11.0,5.0,2.0,,,,568.0,4.0,69.0,39.0,12.0,26.0,185.0,109.0,7.0,5.0,,8.0,27.0,7.0,0.0,0.0,,,0.0,0.0,,18/19,45,Virgil van Dijk,166.0,7.0,38.0,16.0,9.0,13.0,47.0,46.0,1.0,57.0
9221,411,2741,Mathew David,Ryan,30.0,Australia,184 cm,82 kg,False,51,BrightonandHoveAlbion,34.0,34.0,3060.0,Goalkeeper,6.635294,False,0.0,0.0,0.0,0.0,0.0,0.0,55.0,,97.0,464.0,0.0,50.0,1.0,0.0,0.0,15.0,12.0,0.0,0.0,,3.0,1.0,2.0,0.0,0.0,,,0.0,0.0,0.0,18/19,45,Virgil van Dijk,176.0,17.0,38.0,9.0,9.0,20.0,35.0,60.0,-25.0,36.0
9222,412,2922,Leander,Dendoncker,27.0,Belgium,188 cm,83 kg,False,39,WolverhamptonWanderers,19.0,17.0,1469.0,Defender,6.842105,False,2.0,4.0,10.0,17.0,10.0,2.0,,,,482.0,7.0,79.0,53.0,6.0,23.0,234.0,132.0,12.0,12.0,,11.0,11.0,1.0,0.0,0.0,,,0.0,0.0,,18/19,45,Virgil van Dijk,166.0,7.0,38.0,16.0,9.0,13.0,47.0,46.0,1.0,57.0
9223,413,18737,John,Ruddy,36.0,England,192 cm,96 kg,False,39,WolverhamptonWanderers,1.0,1.0,90.0,Goalkeeper,7.5,False,0.0,0.0,36.0,0.0,0.0,0.0,0.0,,3.0,13.0,0.0,68.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,18/19,45,Virgil van Dijk,166.0,7.0,38.0,16.0,9.0,13.0,47.0,46.0,1.0,57.0
9224,414,18739,Willy-Arnaud,Zobo Boly,31.0,Côte d'Ivoire,185 cm,81 kg,False,39,WolverhamptonWanderers,36.0,36.0,3169.0,Defender,6.975,False,0.0,1.0,0.0,24.0,6.0,4.0,,,,1389.0,11.0,77.0,85.0,32.0,72.0,379.0,248.0,16.0,13.0,,14.0,29.0,2.0,0.0,1.0,,,0.0,0.0,,18/19,45,Virgil van Dijk,166.0,7.0,38.0,16.0,9.0,13.0,47.0,46.0,1.0,57.0
9225,415,18740,Jonathan,Castro Otto,28.0,Spain,175 cm,70 kg,False,39,WolverhamptonWanderers,13.0,12.0,1065.0,Defender,6.754544999999999,False,1.0,3.0,2.0,25.0,8.0,0.0,,1.0,,836.0,31.0,76.0,79.0,8.0,60.0,352.0,181.0,60.0,30.0,,34.0,23.0,1.0,0.0,0.0,1.0,,0.0,0.0,,18/19,45,Virgil van Dijk,166.0,7.0,38.0,16.0,9.0,13.0,47.0,46.0,1.0,57.0
9226,416,18741,Conor,Coady,29.0,England,185 cm,75 kg,False,39,WolverhamptonWanderers,38.0,38.0,3420.0,Defender,6.810525999999999,False,0.0,0.0,0.0,0.0,0.0,0.0,,,,1423.0,2.0,81.0,31.0,27.0,30.0,127.0,75.0,3.0,3.0,,9.0,10.0,5.0,0.0,0.0,,,0.0,0.0,,18/19,45,Virgil van Dijk,166.0,7.0,38.0,16.0,9.0,13.0,47.0,46.0,1.0,57.0
9227,417,18744,Maximilian,Kilman,25.0,England,,,False,39,WolverhamptonWanderers,1.0,0.0,0.0,Defender,,False,1.0,0.0,6.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,18/19,45,Virgil van Dijk,166.0,7.0,38.0,16.0,9.0,13.0,47.0,46.0,1.0,57.0
9228,418,18867,Diego,Rico Salguero,29.0,Spain,183 cm,76 kg,False,35,Bournemouth,12.0,5.0,607.0,Defender,6.666666,False,7.0,2.0,22.0,9.0,0.0,0.0,,,,207.0,11.0,68.0,14.0,2.0,14.0,67.0,36.0,4.0,4.0,,11.0,10.0,1.0,0.0,0.0,,1.0,0.0,0.0,,18/19,45,Virgil van Dijk,173.0,14.0,38.0,13.0,6.0,19.0,56.0,70.0,-14.0,45.0
9229,419,18998,Víctor,Camarasa Ferrando,28.0,Spain,183 cm,76 kg,False,43,CardiffCity,32.0,31.0,2579.0,Midfielder,6.815625,False,1.0,11.0,2.0,41.0,12.0,5.0,,4.0,,665.0,51.0,75.0,28.0,2.0,33.0,264.0,110.0,62.0,34.0,,29.0,23.0,6.0,0.0,0.0,,,1.0,0.0,,18/19,45,Virgil van Dijk,177.0,18.0,38.0,10.0,4.0,24.0,34.0,69.0,-35.0,34.0
9230,420,163,Serge Alain Stéphane,Aurier,30.0,Côte d'Ivoire,176 cm,76 kg,False,47,TottenhamHotspur,8.0,6.0,564.0,Defender,6.7625,False,2.0,2.0,13.0,4.0,1.0,0.0,,2.0,,202.0,6.0,73.0,21.0,2.0,7.0,93.0,43.0,14.0,8.0,,2.0,17.0,1.0,0.0,0.0,,,0.0,0.0,,18/19,45,Virgil van Dijk,163.0,4.0,38.0,23.0,2.0,13.0,67.0,39.0,28.0,71.0
9231,421,166,Juan Marcos,Foyth,24.0,Argentina,179 cm,69 kg,False,47,TottenhamHotspur,12.0,10.0,888.0,Defender,6.672727,False,2.0,1.0,13.0,4.0,1.0,1.0,,,,499.0,4.0,76.0,31.0,5.0,10.0,136.0,84.0,22.0,19.0,,9.0,16.0,3.0,0.0,1.0,,2.0,0.0,0.0,,18/19,45,Virgil van Dijk,163.0,4.0,38.0,23.0,2.0,13.0,67.0,39.0,28.0,71.0
9232,422,288,Alberto,Moreno Pérez,30.0,Spain,171 cm,65 kg,False,40,Liverpool,2.0,2.0,155.0,Defender,6.75,False,0.0,1.0,16.0,1.0,0.0,0.0,,,,92.0,3.0,87.0,3.0,0.0,2.0,12.0,6.0,4.0,2.0,,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0,,18/19,45,Virgil van Dijk,161.0,2.0,38.0,30.0,7.0,1.0,89.0,22.0,67.0,97.0
9233,423,1699,Vicente,Iborra de la Fuente,34.0,Spain,190 cm,80 kg,False,46,LeicesterCity,8.0,3.0,226.0,Midfielder,6.5125,False,5.0,2.0,14.0,2.0,1.0,0.0,,,,127.0,1.0,76.0,3.0,0.0,8.0,32.0,12.0,0.0,0.0,,1.0,6.0,0.0,0.0,0.0,,,0.0,0.0,,18/19,45,Virgil van Dijk,168.0,9.0,38.0,15.0,7.0,16.0,51.0,48.0,3.0,52.0
9234,424,2887,Raúl Alonso,Jiménez Rodríguez,31.0,Mexico,187 cm,76 kg,False,39,WolverhamptonWanderers,38.0,36.0,3124.0,Attacker,7.171052,False,2.0,16.0,2.0,111.0,35.0,13.0,,7.0,,771.0,42.0,72.0,30.0,3.0,26.0,440.0,179.0,69.0,34.0,,38.0,42.0,4.0,0.0,0.0,1.0,,2.0,0.0,,18/19,45,Virgil van Dijk,166.0,7.0,38.0,16.0,9.0,13.0,47.0,46.0,1.0,57.0
9235,425,2991,Cheikhou,Kouyaté,33.0,Senegal,189 cm,83 kg,False,52,CrystalPalace,31.0,21.0,1897.0,Midfielder,6.656666,False,10.0,8.0,13.0,20.0,8.0,0.0,,2.0,,613.0,14.0,79.0,58.0,11.0,16.0,310.0,149.0,23.0,12.0,,17.0,34.0,3.0,0.0,0.0,1.0,,0.0,0.0,,18/19,45,Virgil van Dijk,171.0,12.0,38.0,14.0,7.0,17.0,51.0,53.0,-2.0,49.0
9236,426,3428,Jordan,Ayew,31.0,Ghana,182 cm,80 kg,False,52,CrystalPalace,20.0,14.0,1186.0,Attacker,6.805555,False,6.0,11.0,22.0,27.0,3.0,1.0,,2.0,,206.0,16.0,82.0,38.0,0.0,7.0,286.0,106.0,26.0,11.0,,25.0,31.0,3.0,0.0,0.0,,,0.0,0.0,,18/19,45,Virgil van Dijk,171.0,12.0,38.0,14.0,7.0,17.0,51.0,53.0,-2.0,49.0
9237,427,8492,Alexander,Sørloth,27.0,Norway,193 cm,90 kg,False,52,CrystalPalace,12.0,0.0,173.0,Attacker,6.536363,False,12.0,0.0,17.0,4.0,1.0,0.0,,,,38.0,3.0,68.0,2.0,0.0,0.0,41.0,24.0,2.0,2.0,,2.0,4.0,0.0,0.0,0.0,,,0.0,0.0,,18/19,45,Virgil van Dijk,171.0,12.0,38.0,14.0,7.0,17.0,51.0,53.0,-2.0,49.0
9238,428,18802,Etienne,Capoue,34.0,France,189 cm,80 kg,False,38,Watford,33.0,33.0,2947.0,Midfielder,7.048483999999999,False,0.0,2.0,0.0,18.0,4.0,1.0,,3.0,,1476.0,12.0,82.0,90.0,13.0,86.0,423.0,243.0,42.0,32.0,,58.0,47.0,14.0,0.0,1.0,,,0.0,0.0,,18/19,45,Virgil van Dijk,170.0,11.0,38.0,14.0,8.0,16.0,52.0,59.0,-7.0,50.0
9239,429,18806,Will,Hughes,27.0,England,185 cm,74 kg,False,38,Watford,32.0,31.0,2436.0,Midfielder,6.73125,False,1.0,19.0,1.0,31.0,7.0,2.0,,4.0,,733.0,28.0,75.0,73.0,6.0,25.0,385.0,193.0,42.0,27.0,,71.0,54.0,5.0,0.0,0.0,,,0.0,0.0,,18/19,45,Virgil van Dijk,170.0,11.0,38.0,14.0,8.0,16.0,52.0,59.0,-7.0,50.0
9240,430,18835,Vicente,Guaita Panadero,35.0,Spain,190 cm,81 kg,False,52,CrystalPalace,20.0,20.0,1755.0,Goalkeeper,6.91,False,0.0,1.0,17.0,0.0,0.0,0.0,25.0,,64.0,212.0,0.0,43.0,,0.0,0.0,13.0,12.0,0.0,0.0,,6.0,1.0,2.0,0.0,0.0,,,0.0,0.0,0.0,18/19,45,Virgil van Dijk,171.0,12.0,38.0,14.0,7.0,17.0,51.0,53.0,-2.0,49.0
9241,431,18840,Martin,Kelly,32.0,England,191 cm,77 kg,False,52,CrystalPalace,13.0,12.0,1110.0,Defender,6.76923,False,1.0,0.0,22.0,3.0,1.0,0.0,,,,269.0,1.0,72.0,21.0,12.0,11.0,96.0,57.0,1.0,0.0,,1.0,6.0,2.0,0.0,0.0,,,0.0,0.0,,18/19,45,Virgil van Dijk,171.0,12.0,38.0,14.0,7.0,17.0,51.0,53.0,-2.0,49.0
9242,432,18843,Jeffrey,Schlupp,30.0,Ghana,178 cm,72 kg,False,52,CrystalPalace,30.0,18.0,1665.0,Midfielder,6.689285000000001,False,12.0,7.0,16.0,28.0,8.0,4.0,,1.0,,478.0,16.0,71.0,41.0,8.0,19.0,271.0,131.0,41.0,23.0,,14.0,25.0,1.0,0.0,0.0,1.0,,0.0,0.0,,18/19,45,Virgil van Dijk,171.0,12.0,38.0,14.0,7.0,17.0,51.0,53.0,-2.0,49.0
9243,433,18844,James,Tomkins,33.0,England,192 cm,74 kg,False,52,CrystalPalace,29.0,29.0,2563.0,Defender,6.862067999999999,False,0.0,3.0,0.0,22.0,7.0,1.0,,1.0,,923.0,7.0,80.0,33.0,10.0,34.0,261.0,138.0,4.0,2.0,,12.0,16.0,6.0,0.0,0.0,,,0.0,0.0,,18/19,45,Virgil van Dijk,171.0,12.0,38.0,14.0,7.0,17.0,51.0,53.0,-2.0,49.0
9244,434,18847,Joel,Ward,33.0,England,188 cm,83 kg,False,52,CrystalPalace,7.0,6.0,551.0,Defender,6.4714279999999995,False,1.0,0.0,26.0,2.0,1.0,1.0,,,,138.0,2.0,73.0,12.0,0.0,10.0,71.0,37.0,2.0,1.0,,6.0,8.0,1.0,0.0,0.0,,,0.0,0.0,,18/19,45,Virgil van Dijk,171.0,12.0,38.0,14.0,7.0,17.0,51.0,53.0,-2.0,49.0
9245,435,18849,James,McArthur,35.0,Scotland,178 cm,75 kg,False,52,CrystalPalace,38.0,36.0,3071.0,Midfielder,6.794736,False,2.0,15.0,2.0,34.0,8.0,3.0,,6.0,,1109.0,31.0,77.0,84.0,22.0,39.0,400.0,190.0,31.0,20.0,,39.0,61.0,7.0,0.0,0.0,,1.0,0.0,0.0,,18/19,45,Virgil van Dijk,171.0,12.0,38.0,14.0,7.0,17.0,51.0,53.0,-2.0,49.0
9246,436,18852,Luka,Milivojević,31.0,Serbia,186 cm,80 kg,False,52,CrystalPalace,38.0,38.0,3420.0,Midfielder,7.244736,False,0.0,0.0,0.0,57.0,25.0,12.0,,2.0,,1589.0,60.0,78.0,89.0,15.0,73.0,370.0,193.0,21.0,13.0,,37.0,60.0,10.0,0.0,0.0,,,10.0,1.0,,18/19,45,Virgil van Dijk,171.0,12.0,38.0,14.0,7.0,17.0,51.0,53.0,-2.0,49.0
9247,437,18853,Jaïro,Riedewald,26.0,Netherlands,182 cm,79 kg,False,52,CrystalPalace,0.0,0.0,0.0,Midfielder,,False,0.0,0.0,17.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,18/19,45,Virgil van Dijk,171.0,12.0,38.0,14.0,7.0,17.0,51.0,53.0,-2.0,49.0
9248,438,18862,Nathaniel Edwin,Clyne,31.0,England,175 cm,67 kg,False,35,Bournemouth,14.0,13.0,1146.0,Defender,6.478571,False,1.0,4.0,2.0,2.0,0.0,0.0,,1.0,,345.0,5.0,72.0,33.0,3.0,16.0,93.0,45.0,9.0,4.0,,3.0,9.0,2.0,0.0,0.0,,,0.0,0.0,,18/19,45,Virgil van Dijk,173.0,14.0,38.0,13.0,6.0,19.0,56.0,70.0,-14.0,45.0
9249,439,67971,Addji Keaninkin Marc-Israel,Guéhi,22.0,England,182 cm,82 kg,False,49,Chelsea,0.0,0.0,0.0,Defender,,False,0.0,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,18/19,45,Virgil van Dijk,162.0,3.0,38.0,21.0,9.0,8.0,63.0,39.0,24.0,72.0
9250,440,2728,Kasper Peter,Schmeichel,36.0,Denmark,189 cm,89 kg,False,46,LeicesterCity,38.0,38.0,3420.0,Goalkeeper,6.739472999999999,False,0.0,0.0,0.0,1.0,0.0,0.0,48.0,,90.0,732.0,1.0,65.0,1.0,0.0,3.0,18.0,17.0,2.0,2.0,,4.0,0.0,3.0,0.0,0.0,,,0.0,0.0,0.0,18/19,45,Virgil van Dijk,168.0,9.0,38.0,15.0,7.0,16.0,51.0,48.0,3.0,52.0
9251,441,2778,Kelechi Promise,Ịheanachọ,26.0,Nigeria,185 cm,82 kg,False,46,LeicesterCity,30.0,9.0,926.0,Attacker,6.646153,False,21.0,6.0,27.0,18.0,6.0,1.0,,3.0,,211.0,14.0,68.0,6.0,0.0,2.0,117.0,36.0,17.0,9.0,,7.0,14.0,2.0,0.0,0.0,1.0,,0.0,0.0,,18/19,45,Virgil van Dijk,168.0,9.0,38.0,15.0,7.0,16.0,51.0,48.0,3.0,52.0
9252,442,2926,Youri,Tielemans,25.0,Belgium,176 cm,72 kg,False,46,LeicesterCity,13.0,13.0,1092.0,Midfielder,7.276923,False,0.0,6.0,0.0,31.0,12.0,3.0,,4.0,,545.0,17.0,84.0,17.0,2.0,5.0,106.0,54.0,18.0,12.0,,15.0,10.0,2.0,0.0,0.0,,,0.0,0.0,,18/19,45,Virgil van Dijk,168.0,9.0,38.0,15.0,7.0,16.0,51.0,48.0,3.0,52.0
9253,443,2928,Christian,Benteke Liolo,32.0,Belgium,190 cm,83 kg,False,52,CrystalPalace,16.0,9.0,813.0,Attacker,6.8125,False,7.0,6.0,11.0,26.0,8.0,1.0,,1.0,,136.0,9.0,59.0,5.0,2.0,0.0,205.0,109.0,8.0,5.0,,9.0,18.0,1.0,0.0,0.0,,,0.0,0.0,,18/19,45,Virgil van Dijk,171.0,12.0,38.0,14.0,7.0,17.0,51.0,53.0,-2.0,49.0
9254,444,3247,Wilfried,Zaha,30.0,Côte d'Ivoire,180 cm,66 kg,False,52,CrystalPalace,34.0,34.0,3041.0,Attacker,6.979411,False,0.0,4.0,0.0,73.0,27.0,10.0,,5.0,,778.0,54.0,76.0,39.0,0.0,10.0,615.0,263.0,224.0,113.0,,102.0,44.0,9.0,1.0,0.0,6.0,,0.0,0.0,,18/19,45,Virgil van Dijk,171.0,12.0,38.0,14.0,7.0,17.0,51.0,53.0,-2.0,49.0
9255,445,3421,Daniel,Amartey,28.0,Ghana,186 cm,79 kg,False,46,LeicesterCity,9.0,7.0,640.0,Defender,6.788888,False,2.0,1.0,3.0,4.0,1.0,0.0,,,,316.0,3.0,85.0,18.0,4.0,16.0,60.0,35.0,4.0,2.0,,1.0,6.0,2.0,0.0,0.0,,1.0,0.0,0.0,,18/19,45,Virgil van Dijk,168.0,9.0,38.0,15.0,7.0,16.0,51.0,48.0,3.0,52.0
9256,446,18146,Danny,Ward,29.0,Wales,191 cm,88 kg,False,46,LeicesterCity,0.0,0.0,0.0,Goalkeeper,,False,0.0,0.0,38.0,,,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,18/19,45,Virgil van Dijk,168.0,9.0,38.0,15.0,7.0,16.0,51.0,48.0,3.0,52.0
9257,447,18771,Ricardo Domingos,Barbosa Pereira,29.0,Portugal,175 cm,70 kg,False,46,LeicesterCity,35.0,35.0,3125.0,Defender,6.974285000000001,False,0.0,2.0,3.0,25.0,9.0,2.0,,6.0,,1196.0,33.0,75.0,118.0,6.0,60.0,544.0,300.0,110.0,68.0,,48.0,41.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,,18/19,45,Virgil van Dijk,168.0,9.0,38.0,15.0,7.0,16.0,51.0,48.0,3.0,52.0
9258,448,18772,Jonathan Grant,Evans,34.0,Northern Ireland,188 cm,77 kg,False,46,LeicesterCity,24.0,21.0,1995.0,Defender,6.8625,False,3.0,2.0,13.0,11.0,3.0,1.0,,,,872.0,5.0,81.0,24.0,10.0,33.0,180.0,113.0,0.0,0.0,,17.0,21.0,2.0,0.0,0.0,,1.0,0.0,0.0,,18/19,45,Virgil van Dijk,168.0,9.0,38.0,15.0,7.0,16.0,51.0,48.0,3.0,52.0
9259,449,18776,Çağlar,Söyüncü,26.0,Turkey,185 cm,82 kg,False,46,LeicesterCity,6.0,4.0,371.0,Defender,6.48,False,2.0,1.0,11.0,2.0,0.0,0.0,,,,184.0,0.0,83.0,5.0,5.0,7.0,45.0,25.0,3.0,2.0,,2.0,9.0,1.0,0.0,0.0,,1.0,0.0,0.0,,18/19,45,Virgil van Dijk,168.0,9.0,38.0,15.0,7.0,16.0,51.0,48.0,3.0,52.0
9260,450,18777,Marc,Albrighton,33.0,England,175 cm,74 kg,False,46,LeicesterCity,27.0,18.0,1626.0,Midfielder,6.866666,False,9.0,10.0,11.0,19.0,7.0,2.0,,2.0,,409.0,29.0,65.0,36.0,3.0,23.0,193.0,91.0,55.0,20.0,,20.0,10.0,3.0,0.0,0.0,,,0.0,0.0,,18/19,45,Virgil van Dijk,168.0,9.0,38.0,15.0,7.0,16.0,51.0,48.0,3.0,52.0
9261,451,18778,Harvey Lewis,Barnes,25.0,England,174 cm,66 kg,False,46,LeicesterCity,16.0,11.0,1007.0,Midfielder,6.8625,False,5.0,8.0,6.0,40.0,10.0,1.0,,2.0,,240.0,17.0,74.0,10.0,1.0,3.0,102.0,54.0,49.0,30.0,,7.0,7.0,0.0,0.0,0.0,,,0.0,0.0,,18/19,45,Virgil van Dijk,168.0,9.0,38.0,15.0,7.0,16.0,51.0,48.0,3.0,52.0
9262,452,18779,Hamza,Choudhury,25.0,England,178 cm,64 kg,False,46,LeicesterCity,9.0,7.0,596.0,Midfielder,6.85,False,2.0,3.0,6.0,4.0,2.0,0.0,,,,203.0,5.0,75.0,24.0,3.0,15.0,58.0,33.0,6.0,2.0,,2.0,7.0,0.0,0.0,0.0,,,0.0,0.0,,18/19,45,Virgil van Dijk,168.0,9.0,38.0,15.0,7.0,16.0,51.0,48.0,3.0,52.0
9263,453,18784,James,Maddison,26.0,England,175 cm,73 kg,False,46,LeicesterCity,36.0,35.0,2850.0,Midfielder,7.347222,False,1.0,19.0,2.0,83.0,28.0,7.0,,7.0,,1176.0,101.0,82.0,48.0,4.0,12.0,350.0,187.0,73.0,50.0,,78.0,25.0,4.0,1.0,0.0,2.0,,1.0,1.0,,18/19,45,Virgil van Dijk,168.0,9.0,38.0,15.0,7.0,16.0,51.0,48.0,3.0,52.0
